taxa;Taxon;Pathogen;Pathogenicity;Origin;Origin_verbatim;Origin_verbatim;Origin_details;;;"""=SE(CONTA.SE(G:G; J13)=0; ""NUOVO""; """")""";DATI FILTRA NUOVO - COPIA;
;Subsaxibacter;N;N;E;Environmental;Soil;Environmental isolate;;;;;
G;Subtercola;PP;1;E;Environmental;Soil;Environmental actinobacterium;;;;;
;Succinatimonas;N;N;W;Anthropogenic;Gut;Gut-associated fermenter;;;;;
;Succiniclasticum;N;N;W;Anthropogenic;Gut;Gut-associated fermenter;;;;;
;Succinimonas;P;2;W;Anthropogenic;Gut;Gut-associated fermenter;;;;;
;Succinispira;N;N;W;Anthropogenic;Gut;Gut-associated fermenter;;;;;
;Succinivibrio;P;2;W;Anthropogenic;Gut;Gut-associated fermenter;;;;;
;Succinivibrionaceae;N;N;W;Anthropogenic;Gut;Gut-associated fermentative family;;;;;
;Succinivibrionaceae UCG-001;N;N;W;Anthropogenic;Gut;Gut-associated fermentative isolate;;;;;
;Succinivibrionaceae UCG-002;N;N;W;Anthropogenic;Gut;Gut-associated fermentative isolate;;;;;
;Sufflavibacter;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sulfitobacter;N;N;E;Environmental;Marine;Sulfur-oxidizing marine bacterium;;;;;
S;Sulfitobacter dubius;N;1;E;Environmental;Marine;Marine isolate;;;;;
S;Sulfitobacter mediterraneus;N;1;E;Environmental;Marine;Marine isolate;;;;;
S;Sulfitobacter pontiacus;N;1;E;Environmental;Marine;Marine isolate;;;;;
;Sulfobacillaceae;N;N;E;Environmental;Soil, Sediment;Environmental family;;;;;
;Sulfobacillus;N;N;E;Environmental;Soil, Sediment;Acidophilic environmental isolate;;;;;
;Sulfuricaulis;N;N;E;Environmental;Water;Sulfur-oxidizing environmental isolate;;;;;
;Sulfuricella;N;N;E;Environmental;Water;Sulfur-oxidizing environmental isolate;;;;;
;Sulfuricellaceae;N;N;E;Environmental;Water;Environmental family;;;;;
;Sulfuricurvum;N;N;E;Environmental;Water;Sulfur-oxidizing bacterium;;;;;
;Sulfuriflexus;N;N;E;Environmental;Sediment;Sulfur-oxidizing bacterium;;;;;
;Sulfurifustis;N;N;E;Environmental;Sediment;Sulfur-oxidizing bacterium;;;;;
G;Sulfurimonas;PP;1;E;Environmental;Marine, Sediment;Sulfur-oxidizing environmental isolate;;;;;
;Sulfurimonas sp RIFOXYB12 FULL 35 9;N;N;E;Environmental;Marine, Sediment;Sulfur-oxidizing isolate;;;;;
;Sulfurirhabdus;N;N;E;Environmental;Sediment;Sulfur-oxidizing bacterium;;;;;
;Sulfurisoma;N;N;E;Environmental;Sediment;Sulfur-oxidizing bacterium;;;;;
;Sulfuritalea;N;N;E;Environmental;Sediment;Sulfur-oxidizing bacterium;;;;;
S;Sulfuritalea hydrogenivorans;N;1;E;Environmental;Sediment;Sulfur-oxidizing isolate;;;;;
;Sulfurospirillum;N;N;E;Environmental;Sediment, Water;Sulfur-reducing environmental bacterium;;;;;
S;Sulfurospirillum cavolei;N;1;E;Environmental;Sediment;Sulfur-reducing environmental bacterium;;;;;
;Sulfurovum;N;N;E;Environmental;Marine, Sediment;Sulfur-oxidizing marine bacterium;;;;;
;Sulfurovum sp AS07 7;N;N;E;Environmental;Marine, Sediment;Sulfur-oxidizing isolate;;;;;
;Sumerlaea;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Sumerlaeia;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Sungkyunkwania;N;N;E;Environmental;Marine, Soil;Environmental isolate;;;;;
;Sunxiuqinia;N;N;E;Environmental;Marine, Soil;Environmental isolate;;;;;
;Sutcliffiella;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Sutterella;P;2;W;Anthropogenic;Gut;Gut-associated bacterium;;;;;
;Sutterella wadsworthensis;P;2;W;Anthropogenic;Gut;Human gut-associated species;;;;;
F;Sutterellaceae;PP;N;W;Anthropogenic;Gut;Gut-associated family;;;;;
F;Sutterellaceae AAP99;PP;N;W;Anthropogenic;Gut;Gut-associated isolate;;;;;
;Suttonella;P;2;W;Anthropogenic;Host organism;Opportunistic pathogen;;;;;
;Symbiobacteraceae;N;N;E;Environmental;Soil, Gut;Environmental, host-associated family;;;;;
;Symbiobacteriales;N;N;E;Environmental;Soil, Gut;Environmental, host-associated order;;;;;
;Symbiobacterium;N;N;O;Ubiquitous;Soil, Gut;Environmental or gut-associated isolate;;;;;
;Symphothece PCC-7002;N;N;E;Environmental;Freshwater;Cyanobacterium;;;;;
;Synechococcus CC9902;N;N;E;Environmental;Marine;Cyanobacterium;;;;;
;Synechococcus IR11;N;N;E;Environmental;Marine;Cyanobacterium;;;;;
;Synechococcus lacustris;N;N;E;Environmental;Freshwater;Cyanobacterium;;;;;
;Synechococcus MBIC10613;N;N;E;Environmental;Marine;Cyanobacterium;;;;;
;Synechococcus PCC-7336;N;N;E;Environmental;Marine;Cyanobacterium;;;;;
;Synechocystis BDHKU-20401;N;N;E;Environmental;Freshwater;Cyanobacterium;;;;;
;Synechocystis PCC-6803;N;N;E;Environmental;Freshwater;Model cyanobacterium;;;;;
;Synechocystis SAG 90.79;N;N;E;Environmental;Freshwater;Cyanobacterium;;;;;
;Synergistaceae;N;N;O;Ubiquitous;Gut, soil;Fermentative family, anaerobic;;;;;
;Synergistaceae EBM-39;N;N;W;Anthropogenic;Gut;Anaerobic gut isolate;;;;;
;Synergistaceae Syner-01;N;N;W;Anthropogenic;Gut;Anaerobic gut isolate;;;;;
G;Synergistes;PP;1;W;Anthropogenic;Gut;Anaerobic gut bacterium;;;;;
;Syntrophaceticus;N;N;E;Environmental;Sediment;Syntrophic acetate-oxidizing bacterium;;;;;
;Syntrophales;N;N;E;Environmental;Sediment;Syntrophic order;;;;;
;Syntrophobacter;N;N;E;Environmental;Sediment;Sulfate-reducing, syntrophic bacterium;;;;;
;Syntrophobacteraceae;N;N;E;Environmental;Sediment;Environmental family;;;;;
;Syntrophobacterales;N;N;E;Environmental;Sediment;Environmental order;;;;;
;Syntrophococcus;N;N;E;Environmental;Sediment;Syntrophic anaerobe;;;;;
;Syntrophomonadaceae;N;N;E;Environmental;Sediment;Environmental syntrophic family;;;;;
;Syntrophomonas;N;N;E;Environmental;Sediment;Syntrophic anaerobe;;;;;
;Syntrophorhabdus;N;N;E;Environmental;Sediment;Anaerobic environmental isolate;;;;;
;Syntrophotalea;N;N;E;Environmental;Sediment;Anaerobic environmental isolate;;;;;
;Syntrophus;N;N;E;Environmental;Sediment;Syntrophic environmental isolate;;;;;
;Tabrizicola;N;N;E;Environmental;Water, Marine;Environmental isolate;;;;;
S;Tabrizicola aquatica;N;1;E;Environmental;Freshwater;Aquatic environmental isolate;;;;;
;Taeania;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
;Taeseokella;N;N;E;Environmental;Marine, Soil;Environmental isolate;;;;;
;Tagaea;N;N;E;Environmental;Marine;Environmental isolate;;;;;
S;Tagaea marina;N;1;E;Environmental;Marine;Marine isolate;;;;;
;Tahibacter;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Taibaiella;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Tamaricihabitans;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Tamlana;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
;Tangfeifania;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
;Tannerella;P;2;W;Anthropogenic;Gut;Gut-associated bacterium;;;;;
;Tannerellaceae;N;N;W;Anthropogenic;Gut;Gut-associated family;;;;;
;Tannockella;N;N;W;Anthropogenic;Gut;Anaerobic gut bacterium;;;;;
;Taonella;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Tardiphaga;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Tateyamaria;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Tautonia;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Telluria;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Tellurimicrobium;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Telmatobacter;N;N;E;Environmental;Soil, Peat;Acidophilic environmental isolate;;;;;
;Telmatocola;N;N;E;Environmental;Soil, Peat;Acidophilic environmental isolate;;;;;
;Telmatospirillum;N;N;E;Environmental;Soil, Peat;Acidophilic environmental isolate;;;;;
;Temperatibacter;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
;Tenacibaculum;N;N;E;Environmental;Marine;Marine environmental bacterium, some pathogenic;;;;;
S;Tenacibaculum maritimum;N;1;E;Environmental;Marine;Fish pathogen;;;;;
;Tepidamorphus;N;N;E;Environmental;Soil, Hot spring;Thermophilic environmental isolate;;;;;
;Tepidanaerobacter;N;N;E;Environmental;Sediment, Hot spring;Thermophilic anaerobic isolate;;;;;
;Tepidibacter;N;N;E;Environmental;Sediment, Hot spring;Thermophilic anaerobe;;;;;
;Tepidicaulis;N;N;E;Environmental;Soil, Hot spring;Thermophilic environmental isolate;;;;;
;Tepidimicrobium;N;N;E;Environmental;Soil, Hot spring;Thermophilic anaerobe;;;;;
;Tepidimonas;N;N;E;Environmental;Soil, Water;Thermophilic environmental isolate;;;;;
;Tepidiphilus;N;N;E;Environmental;Sediment;Thermophilic anaerobe;;;;;
;Tepidisphaera;N;N;E;Environmental;Soil, Hot spring;Thermophilic environmental isolate;;;;;
;Tepidisphaeraceae;N;N;E;Environmental;Soil, Hot spring;Environmental family;;;;;
;Tepidisphaerales;N;N;E;Environmental;Soil, Hot spring;Environmental order;;;;;
;Tepidisphaerales CPla-3 termite group;N;N;E;Environmental;Animal, Termite gut;Termite gut symbiont;;;;;
;Tepidisphaerales WD2101 soil group;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Terasakiella;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
;Terasakiellaceae;N;N;E;Environmental;Marine;Environmental family;;;;;
;Terasakiispira;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Terrabacter;N;N;E;Environmental;Soil;Environmental actinobacterium;;;;;
;Terracidiphilus;N;N;E;Environmental;Soil;Acidophilic environmental isolate;;;;;
G;Terracoccus;PP;1;E;Environmental;Soil;Environmental isolate;;;;;
;Terribacillus;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Terriglobus;N;N;E;Environmental;Soil;Acidophilic environmental isolate;;;;;
;Terrimicrobiaceae FukuN18 freshwater group;N;N;E;Environmental;Freshwater;Environmental family;;;;;
;Terrimicrobium;N;N;E;Environmental;Soil, Peat;Environmental isolate;;;;;
;Terrimonas;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Terrisporobacter;N;N;E;Environmental;Soil, Host organism;Opportunistic pathogen, environmental isolate;;;;;
G;Tetrasphaera;PP;1;E;Ubiquitous;Wastewater, Soil;Phosphate-accumulating bacterium;;;;;
;Thalassobacillus;N;N;E;Environmental;Saline, Marine;Halophilic environmental bacterium;;;;;
;Thalassobacillus hwangdonensis;P;2;E;Environmental;Saline, Marine;Marine isolate;;;;;
;Thalassobaculales;N;N;E;Environmental;Saline, Marine;Environmental order;;;;;
;Thalassobaculum;N;N;E;Environmental;Marine;Environmental isolate;;;;;
;Thalassobius;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
S;Thalassobius mediterraneus;N;1;E;Environmental;Marine;Marine isolate;;;;;
;Thalassococcus;N;N;E;Environmental;Marine;Environmental isolate;;;;;
;Thalassocola;N;N;E;Environmental;Marine;Environmental isolate;;;;;
;Thalassolituus;N;N;E;Environmental;Marine;Hydrocarbon-degrading marine bacterium;;;;;
;Thalassomonas;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
;Thalassospira;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
;Thalassotalea;N;N;E;Environmental;Marine;Marine isolate;;;;;
S;Thalassotalea agarivorans;N;1;E;Environmental;Marine;Agar-degrading marine isolate;;;;;
S;Thalassotalea fusca;N;1;E;Environmental;Marine;Marine isolate;;;;;
S;Thalassotalea sediminis;N;1;E;Environmental;Marine, Sediment;Marine sediment isolate;;;;;
G;Thauera;PP;1;E;Environmental;Soil, Water;Aromatic compound-degrading bacterium;;;;;
S;Thauera aminoaromatica;N;1;E;Environmental;Soil, Water;Aromatic compound degrader;;;;;
S;Thauera chlorobenzoica;N;1;E;Environmental;Soil, Water;Chlorinated compound degrader;;;;;
S;Thauera phenylacetica;N;1;E;Environmental;Soil, Water;Aromatic compound degrader;;;;;
S;Thauera terpenica;N;1;E;Environmental;Soil, Water;Terpene-degrading bacterium;;;;;
;Thaumasiovibrio;N;N;E;Environmental;Marine, Sediment;Environmental isolate;;;;;
;Thermacetogeniaceae;N;N;E;Environmental;Sediment, Hot spring;Thermophilic anaerobic family;;;;;
;Thermicanus;N;N;E;Environmental;Soil, Hot spring;Thermophilic environmental isolate;;;;;
;Thermincola;N;N;E;Environmental;Soil, Hot spring;Thermophilic anaerobe;;;;;
;Thermoactinomyces;N;N;E;Environmental;Soil, Compost;Thermophilic actinobacterium;;;;;
;Thermoactinomycetaceae;N;N;E;Environmental;Soil, Compost;Environmental family;;;;;
;Thermoanaerobacterales SRB2;N;N;E;Environmental;Sediment, Hot spring;Sulfate-reducing anaerobe;;;;;
;Thermoanaerobacterium;N;N;E;Environmental;Sediment, Hot spring;Thermophilic anaerobic bacterium;;;;;
;Thermoanaerobaculaceae B276-D12;N;N;E;Environmental;Soil, Hot spring;Thermophilic environmental isolate;;;;;
;Thermoanaerobaculaceae Subgroup 10;N;N;E;Environmental;Soil, Hot spring;Thermophilic environmental subgroup;;;;;
;Thermoanaerobaculaceae Subgroup 23;N;N;E;Environmental;Soil, Hot spring;Thermophilic environmental subgroup;;;;;
;Thermoanaerobaculaceae TPD-58;N;N;E;Environmental;Soil, Hot spring;Thermophilic environmental isolate;;;;;
;Thermoanaerobaculum;N;N;E;Environmental;Soil, Hot spring;Thermophilic environmental isolate;;;;;
G;Thermobacillus;PP;1;E;Environmental;Soil, Hot spring;Thermophilic environmental isolate;;;;;
G;Thermobifida;PP;1;E;Environmental;Soil, Compost;Thermophilic actinobacterium;;;;;
;Thermobispora;N;N;E;Environmental;Soil, Compost;Thermophilic actinobacterium;;;;;
;Thermoclostridium;N;N;E;Environmental;Sediment, Soil;Thermophilic anaerobic isolate;;;;;
;Thermocrispum;N;N;E;Environmental;Soil, Compost;Thermophilic environmental isolate;;;;;
;Thermodesulfobacteriota;N;N;E;Environmental;Sediment, Hot spring;Sulfate-reducing phylum;;;;;
;Thermodesulfovibrio;N;N;E;Environmental;Sediment, Hot spring;Sulfate-reducing bacterium;;;;;
;Thermodesulfovibrionia;N;N;E;Environmental;Sediment, Hot spring;Sulfate-reducing class;;;;;
;Thermoflavimicrobium;N;N;E;Environmental;Soil, Compost;Thermophilic actinobacterium;;;;;
;Thermoflexus;N;N;E;Environmental;Soil, Hot spring;Thermophilic environmental isolate;;;;;
;Thermoleophilia;N;N;E;Environmental;Soil;Environmental actinobacterium;;;;;
;Thermomarinilinea;N;N;E;Environmental;Marine;Marine thermophilic isolate;;;;;
;Thermomicrobiales;N;N;E;Environmental;Soil, Hot spring;Environmental order;;;;;
;Thermomicrobiales AKYG1722;N;N;E;Environmental;Soil, Hot spring;Environmental isolate;;;;;
;Thermomicrobiales JG30-KF-CM45;N;N;E;Environmental;Soil, Hot spring;Environmental isolate;;;;;
;Thermomonas;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Thermomonosporaceae;N;N;E;Environmental;Soil;Actinobacterium family;;;;;
;Thermopetrobacter;N;N;E;Environmental;Sediment, Hot spring;Thermophilic isolate;;;;;
;Thermopolyspora;N;N;E;Environmental;Soil, Compost;Thermophilic actinobacterium;;;;;
;Thermospira;N;N;E;Environmental;Soil, Hot spring;Thermophilic isolate;;;;;
;Thermosporothrix;N;N;E;Environmental;Soil, Compost;Thermophilic actinobacterium;;;;;
;Thermostaphylospora;N;N;E;Environmental;Soil, Compost;Thermophilic actinobacterium;;;;;
;Thermostilla;N;N;E;Environmental;Soil, Hot spring;Thermophilic environmental isolate;;;;;
;Thermosynechococcaceae;N;N;E;Environmental;Freshwater, Hot spring;Cyanobacterial family;;;;;
;Thermosynechococcales;N;N;E;Environmental;Freshwater, Hot spring;Cyanobacterial order;;;;;
;Thermotaleaceae;N;N;E;Environmental;Hot spring, Soil;Thermophilic environmental family;;;;;
;Thermotomaculum;N;N;E;Environmental;Soil, Hot spring;Thermophilic isolate;;;;;
;Thermovenabulales;N;N;E;Environmental;Hot spring;Thermophilic order;;;;;
;Thermovirga;N;N;E;Environmental;Hot spring, Soil;Thermophilic environmental isolate;;;;;
G;Thermus;PP;1;E;Environmental;Hot spring;Thermophilic bacterium, model genus;;;;;
;Thioalkalimicrobium;N;N;E;Environmental;Alkaline, Sediment;Sulfur-oxidizing bacterium;;;;;
;Thioalkalispiraceae;N;N;E;Environmental;Alkaline, Sediment;Sulfur-oxidizing family;;;;;
;Thioalkalispira-Sulfurivermis;N;N;E;Environmental;Alkaline, Sediment;Sulfur-oxidizing genera;;;;;
;Thioalkalivibrio;N;N;E;Environmental;Alkaline, Sediment;Sulfur-oxidizing bacterium;;;;;
G;Thiobacillus;PP;1;E;Environmental;Soil, Water;Sulfur-oxidizing bacterium;;;;;
S;Thiobacillus denitrificans;N;1;E;Environmental;Soil, Water;Denitrifying sulfur oxidizer;;;;;
;Thiocapsa;N;N;E;Environmental;Water, Marine;Photosynthetic sulfur bacterium;;;;;
;Thioclava;N;N;E;Environmental;Marine;Sulfur-oxidizing marine bacterium;;;;;
;Thiococcus;N;N;E;Environmental;Water;Sulfur-oxidizing photosynthetic bacterium;;;;;
;Thiodictyon;N;N;E;Environmental;Water;Photosynthetic sulfur bacterium;;;;;
;Thiofilum;N;N;E;Environmental;Water;Sulfur-oxidizing bacterium;;;;;
;Thioflexithrix;N;N;E;Environmental;Water;Filamentous sulfur-oxidizer;;;;;
;Thioflexothrix;N;N;E;Environmental;Water;Filamentous sulfur-oxidizer;;;;;
;Thioglobaceae;N;N;E;Environmental;Marine, Sediment;Sulfur-oxidizing family;;;;;
;Thioglobaceae IheB2-31;N;N;E;Environmental;Marine;Marine sulfur-oxidizing isolate;;;;;
;Thioglobaceae SUP05 cluster;N;N;E;Environmental;Marine;Sulfur-oxidizing environmental cluster;;;;;
;Thiogranum;N;N;E;Environmental;Marine;Sulfur-oxidizing bacterium;;;;;
;Thiohalobacter;N;N;E;Environmental;Saline, Marine;Halophilic sulfur-oxidizer;;;;;
;Thiohalocapsa;N;N;E;Environmental;Marine;Photosynthetic sulfur bacterium;;;;;
;Thiohalomonas;N;N;E;Environmental;Marine;Halophilic sulfur-oxidizing isolate;;;;;
;Thiohalophilus;N;N;E;Environmental;Saline, Marine;Halophilic environmental isolate;;;;;
;Thiohalorhabdaceae;N;N;E;Environmental;Saline;Halophilic family;;;;;
;Thiohalorhabdus;N;N;E;Environmental;Saline, Marine;Halophilic sulfur-oxidizer;;;;;
;Thiolapillus;N;N;E;Environmental;Marine;Sulfur-oxidizing isolate;;;;;
;Thiolinea;N;N;E;Environmental;Water;Sulfur-oxidizing bacterium;;;;;
;Thiomargarita;N;N;E;Environmental;Marine;Large sulfur-oxidizing bacterium;;;;;
;Thiomicrorhabdus;N;N;E;Environmental;Marine;Sulfur-oxidizing bacterium;;;;;
G;Thiomicrospira;PP;1;E;Environmental;Marine;Sulfur-oxidizing bacterium;;;;;
;Thiomicrospiraceae endosymbionts;N;N;E;Environmental;Marine, Host organism;Symbionts of invertebrates;;;;;
;Thiomonas;N;N;E;Environmental;Soil, Water;Sulfur-oxidizing bacterium;;;;;
;Thiophaeococcus;N;N;E;Environmental;Water;Photosynthetic sulfur bacterium;;;;;
;Thioprofundum;N;N;E;Environmental;Marine, Sediment;Deep-sea sulfur-oxidizing bacterium;;;;;
;Thiorhodococcus;N;N;E;Environmental;Marine;Photosynthetic sulfur bacterium;;;;;
;Thiospirochaeta;N;N;E;Environmental;Sediment;Sulfur-cycling spirochete;;;;;
G;Thiothrix;PP;1;E;Environmental;Water;Filamentous sulfur-oxidizing bacterium;;;;;
S;Thiothrix lacustris;N;1;E;Environmental;Freshwater;Filamentous sulfur-oxidizer;;;;;
;Thiotrichaceae;N;N;E;Environmental;Water;Filamentous sulfur-oxidizing family;;;;;
;Thiovulum;N;N;E;Environmental;Marine;Sulfur-oxidizing bacterium;;;;;
;Tibeticola;N;N;E;Environmental;Soil, Host organism;Environmental isolate;;;;;
G;Tissierella;PP;1;E;Environmental;Soil, Gut;Anaerobic environmental, gut bacterium;;;;;
;Tistlia;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
G;Tolumonas;PP;1;E;Environmental;Soil, Water;Aromatic compound-degrading bacterium;;;;;
S;Tolumonas auensis;N;1;E;Environmental;Soil, Water;Aromatic compound degrader;;;;;
;Tomitella;N;N;E;Environmental;Soil;Environmental actinobacterium;;;;;
G;Trabulsiella;PP;1;W;Anthropogenic;Host organism, Gut;Opportunistic pathogen;;;;;
;Tranquillimonas;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
;Treponema;P;2;O;Ubiquitous;Host organism, Gut, Environment;"Spirochete genus; pathogens, environmental";;;;;
G;Trichococcus;PP;1;E;Ubiquitous;Wastewater, Soil;Fermentative bacterium;;;;;
S;Trichococcus flocculiformis;N;1;E;Anthropogenic;Wastewater;Environmental isolate;;;;;
;Trichodesmium IMS101;N;N;E;Environmental;Marine;"Cyanobacterium; nitrogen fixer";;;;;
;Tritonibacter;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
;Tropicibacter;N;N;E;Environmental;Marine;Marine isolate;;;;;
S;Tropicibacter phthalicicus;N;1;E;Environmental;Marine;Phthalate-degrading marine isolate;;;;;
;Tropicimonas;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
;Tropicimonas-Psychromarinibacter;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
